batch,Account Name,Account Number,User ID,Amount,Status
2,Gilda,a5fcaeb1-941e-45aa-9121-9959baabebc4,3,1844.39,inactive
2,Leona,f14122ed-91a2-4298-9b71-515718358c8a,2,645.5,active
2,Ileana,debd04f0-7912-4996-9f42-501f51203fe0,5,669.66,active
2,Blinni,e28eb613-a140-4466-ac4a-31987be069fc,4,1797.56,active
2,Raf,0349b7b0-dd3d-45a2-9dc2-73101610559a,2,661.36,active
2,Johna,b66db167-3150-4fe8-9b45-e7c5fc02e40e,1,1286.6,active
2,Rivalee,797ca7e7-e1ab-4234-bb8b-b8a61a1a6172,3,1457.99,inactive
2,Roslyn,507112e3-f7fa-4239-b405-e6dc611f0d53,4,1362.32,active
2,Dennie,804a3d41-a5aa-47f0-9366-12b5e3994a6d,2,429.35,inactive
2,Dennie,5c3ded84-2b4f-4e27-bcd5-45c4bf2e28a4,1,952.6,active
2,Ana,406d10bc-dafd-4e4d-9e20-4ee1cbfa2325,1,594.8,inactive
2,Tarra,c62293e7-6c1b-4f4e-93f5-23ccbfba3171,1,433.01,active
2,Mara,e2979f6d-52ec-48e9-90aa-3b619502e41e,2,1321.55,active
2,Merle,d054ebae-9e36-4f7d-9aba-f00091a64449,2,479.8,inactive
2,Elka,94bef9cc-6285-4e49-b871-ca06fd3a40ab,3,686.62,inactive
2,Johna,f466958f-f20c-4092-99fe-394cf3ad51bb,3,1851.76,inactive
2,Clementine,3b6f013d-5877-429a-a210-32a9bd960079,1,936.91,inactive
2,Merci,ac005653-7221-4d67-a042-b901c8920f89,5,1378.27,active
2,Kassey,9f637a97-0c52-42dd-8ee9-d410437fb226,4,1505.81,inactive
2,Nyssa,4e75819b-a2a7-4a72-9921-7d635c19af65,4,1756.29,active
2,Annice,abb80721-a87d-4ab0-8522-3f95b762b722,1,1397.84,active
2,Kial,d2e76c1e-8ea2-498a-b966-3a163bfbe047,3,772.57,active
2,Kaia,17f090d9-5c81-4083-8341-fe0c5edec7f3,2,1403.66,active
2,Helena,0ed24e4f-2004-4382-8ce0-73fa68082e89,3,1441.86,inactive
2,Gusella,83dfea57-017a-4008-bd65-99be21e1147b,5,1683.84,active
2,Stephanie,3ceb4df8-522b-480d-bb17-5ec848038545,4,486.92,inactive
2,Corina,292c2545-f211-4766-a3cc-fc7b50eaf17a,1,1126.81,inactive
2,Ilse,09f7a881-9a0c-4d6c-bafd-beb0d26eb0b4,3,1122.88,active
2,Latisha,f11424fb-280c-4615-989f-62e08afc10ec,5,63.54,inactive
2,Elmira,d2ce6f1a-6827-4b1c-94ce-7f50d1520f41,3,1196.11,active
2,Inga,3ff62948-3e6a-4311-81f8-19bc1d829329,5,275.93,inactive
2,Jacquetta,1e8bb3e2-6e7b-4892-becc-746b083627fd,4,300.13,active
2,Augustine,4f8bb565-5b60-4059-a765-a0c0ca854fa9,5,344.05,inactive
2,Britte,b1a22b18-f09a-46ac-9f97-6981c368df36,4,604.06,active
2,Evaleen,df4a48e8-2855-4a26-961d-8006ac285cdf,3,814.19,active
2,Frank,46b9d345-e177-4598-84a5-d55442fc606d,3,538.64,active
2,Alameda,10f9591f-8fd1-45ba-871f-df0734b1ea2d,2,362.84,inactive
2,Mireielle,e85804c8-97b6-4ed3-a8c1-51d3ccfb42f4,5,1817.27,active
2,Renie,f38a41be-91ec-40f1-8f4f-864aefe66486,2,1840.42,active
2,June,238566bc-9206-48eb-94df-0d324d05cb2a,3,400.05,inactive
2,Joelly,cea7f87d-0d71-4cb6-9085-b4ae14bb91fa,5,838.27,active
2,Shandie,9ea92702-57ba-45c9-afee-946eb6243a83,2,823.27,active
2,Frances,e0889b4a-1b8b-4e96-9cac-ad1f45eee1a6,1,1474.58,active
2,Demetris,2dc22838-a917-4e07-b04f-875ae18da705,5,455.27,active
2,Ilse,d080a131-96ea-499d-9066-356f404c9fee,1,1024.36,inactive
2,Meg,ff39ebcc-6434-4fb0-90fd-0c37fec00447,3,386.97,active
2,Lucy,8521637c-1df5-4531-9f05-6b96695bb821,4,1387.04,inactive
2,Berta,b899d4b7-9913-4f9b-a978-afb7cbd8f66d,4,1455.04,inactive
2,Marita,9d8161c6-b67a-43fd-9f27-a387f5ca0ff8,2,224.32,active
2,Alleen,6f14fba1-753e-41ec-818e-0a4f596d0694,1,136.91,inactive
2,Georgetta,28db8002-ea1e-42ca-ac2b-698102ef41d7,3,1414.49,active
2,Kerrin,45a91f44-6135-45da-9593-1e207ee5d7b8,1,1725.06,active
2,Pierette,81d62f09-052f-44f3-83ae-91f105023752,1,1763.14,active
2,Carolina,741cc1af-2fa7-4a5d-bd60-470aea8b2718,4,668.79,inactive
2,Olivette,384f4d45-9a11-41df-af9f-f50ff91d7a9c,2,1358.06,inactive
2,Nananne,66d816c4-687d-47ef-8155-55bdbe0a245f,5,874.08,inactive
2,Madelle,23be96ce-3843-43b5-9c95-397f8bc91163,3,155.97,active
2,Ardenia,e00aff60-5fff-44f4-b11a-d8701de187f5,5,865.77,active
2,Lelah,d63e6b58-1337-455c-a369-f5abea1835dd,1,325.11,active
2,Binny,9519ddb1-30b5-4ad2-a1eb-d77cd45d5850,3,1942.68,active
2,Lexine,0924ad05-c567-4cc6-a607-d0583eab18b4,4,832.35,active
2,Raf,209ca962-1ffb-47f9-baee-efc16962afe7,3,1574.47,inactive
2,Tobe,a9587c88-afa8-4970-928c-2bcd869a33f5,3,818.81,inactive
2,Nadine,b4e7f522-7269-4a05-a6d6-722db402b6d8,1,78.49,inactive
2,Sarette,f38f0e7a-9a45-4b6f-8fab-895b0353e702,1,721.71,inactive
2,Kylynn,30afe959-2c6e-4fa2-98ed-3c3dc62ba32f,2,1903.63,inactive
2,Laure,2a8f46cd-aaea-4265-b08b-2648168f5454,5,1362.28,inactive
2,Bobbi,e3014565-bfd0-4736-ae70-c4074be41f7e,2,1955.32,inactive
2,Doro,4b8cb0f3-c7f0-413b-a2be-97ddeb9b6716,5,1060.53,inactive
2,Raina,d21ad889-3cff-4e9a-8536-cd0b29c036cd,4,1759.74,inactive
2,Dorene,e47b603d-6950-4f1a-869d-051b6e9b1d60,2,1174.44,active
2,Mady,edce1bd8-54bb-40b0-ad43-d8008d5a2c56,2,1267.79,inactive
2,Chickie,d7b15da3-3000-457f-b773-7d542f6e88a2,3,1218.82,active
2,Althea,8a5d8e69-e8f2-49d5-91ea-2233782313f6,1,789.86,inactive
2,Damaris,4ccf2709-1635-4600-b0bd-29733d58bf99,4,1332.58,active
2,Dione,78b0f586-f9cf-4c51-82f6-d7e4e9b5c357,5,414.41,inactive
2,Kirstin,6ae6fd7f-f488-46cb-bced-d54cf48aa74f,2,106.47,active
2,Zia,48dd8077-0980-4861-9845-99116d8c4991,1,1581.87,active
2,Deane,c8359455-d9b8-4647-a6b1-2a407849e366,5,482.91,inactive
2,Raina,ecc4fdf5-7ab8-4673-a9d0-c45c848eac5e,4,1239.59,active
2,Sadie,677ea77b-7f6f-4c4e-9c4d-b5f8fa3009e9,1,1203.39,active
2,Concettina,275c0eb4-fc50-4f26-b41d-1cae56a1a4e0,2,575.33,active
2,Pearline,de577a82-c472-4073-860a-6eff0b485d6f,3,308.38,active
2,Carol-Jean,b5f6e0fa-75fe-4dc9-9c4a-eee63ccfe6e7,3,556.93,active
2,Willetta,81d1a0f1-71d2-43fa-9f15-85514f812ecc,4,1420,inactive
2,Nickie,7b36a4e9-5238-458e-b29f-62c8a8d2b0db,1,1992.9,inactive
2,Emelina,941b8507-5185-489d-858f-019711c79db9,3,462.04,inactive
2,Fidelia,dcd8788b-dbdd-4b7d-99fc-5c484ad92093,2,1574.84,inactive
2,Heddie,6768a958-7215-48c5-8796-ead43c87f225,4,1585.32,active
2,Alyda,57be7f3b-51bd-4067-928d-5e8c11a51380,5,237.85,inactive
2,Edee,90261a23-f513-4428-a78b-19c0543677f9,2,1968.46,inactive
2,Marjie,0d35d75d-d826-4359-a112-e944dee11f32,1,1140.92,inactive
2,Magdalena,20729ab8-bd10-4879-a021-1d55edf9af11,1,340.7,inactive
2,Dennie,0a208d7e-2cba-419d-ae5e-1217885715e6,4,1647.82,active
2,Ann-Marie,1c5d1af7-85df-40f7-91c6-5eb557a820e6,1,362.77,inactive
2,Katharina,ac1d1176-3128-4ee8-9daa-6cbc91669c6d,2,1335.11,active
2,Wilma,40f66371-a786-475e-8a72-d482eb01fce1,5,194.45,inactive
2,Karly,3c97320a-6c0f-455a-9958-29e6b11dee5a,5,1745.74,inactive
2,Mariele,25da272d-4e22-4230-ac9f-599723a73dcb,2,1941.61,active
2,Ira,b5d366ff-ebc8-42fc-8748-cb5f0422163d,2,1194.93,inactive
2,Rosanne,70fa1986-2c3a-44a6-96a6-4f33bda2360c,2,503.26,active
2,Elise,afbd98f4-c9d2-47fa-9da5-a1e51f9a6213,3,851.58,active
2,Aimil,f6923499-3d81-43d1-bcca-f045506ba31c,2,659.79,inactive
2,Evita,f93e0c4b-66d9-4ff6-af8f-c8156aae99c9,2,840.65,inactive
2,Elfreda,79b09130-52e1-42f6-8084-120f487988b5,1,1877.51,inactive
2,Christal,5b8cbf34-6711-4666-a7a0-91b86f9894c7,2,1230.91,active
2,Blondelle,5fe9db92-c9a2-4bbc-901e-59de10cba477,1,1300.38,active
2,Wynne,4d780d73-44e2-40da-b0c5-2f788b6d28c0,4,713.92,inactive
2,Jinny,47d70be7-c233-4678-8f71-151d2cb50789,3,46.11,active
2,Kristina,e443f795-0725-40e0-a9d8-4c0e8a01b8d5,3,451.4,inactive
2,Chastity,8aa2ee4f-544b-4dec-a66a-c27e0178ec9b,5,1563.17,inactive
2,Mariann,17f97bab-8542-4f4c-92fe-993dd01d1ecf,4,709.84,active
2,Annaliese,878748e1-b565-4150-8c41-c7fc66ff700b,2,592.38,inactive
2,Fawne,6efdfb25-3fa2-4475-8f31-25457d8d042c,5,989.04,active
2,Jemie,01658f9f-a0cc-4f77-b6ec-dacec7486a38,3,1889.89,inactive
2,Tamqrah,08db40ac-6922-427f-acf9-7d737d1b5c18,1,669.56,active
2,Ashlee,72278b35-040d-41e8-b84c-7999f3c66f62,2,1093.39,active
2,Fayre,ba65949f-8e15-4714-817f-fff416634185,1,1358.22,inactive
2,Annora,7df4a905-da4c-41be-b983-295a985f04f1,2,1387.3,inactive
2,Janey,c44efb07-b3e8-45d8-a581-7e17dfdeb367,2,1040.96,active
2,Sadie,da955715-7bd6-4232-87a1-0f7a20492d18,5,1541.68,inactive
2,Annice,9c11de43-247f-4018-af1f-0a6c06fc15ea,1,1606.71,active
2,Marleah,d3860701-7232-47e9-983b-6d8268ae4849,4,498.12,active
2,Margette,2dc98362-4ee6-4143-be9f-81584555f152,5,602.88,inactive
2,Raquela,a81c584d-29b3-445c-9135-1abf0a784ffc,2,1607,inactive
2,Edyth,f27af460-f5bf-45c1-9794-407cc0c8b1f2,4,972.34,active
2,Neila,9dbead9c-1434-43c2-8b12-7a5758573f55,2,1058.23,active
2,Fidelia,bdc49041-567e-4b58-8bf9-d22509e122c6,2,829.53,active
2,Dennie,ba03744e-38b6-44f4-b72f-34bffa0b39d1,3,756.11,active
2,Bobinette,0d834671-b6f3-49e3-a159-53a161623287,5,1332.31,active
2,Henriette,8e2f50ae-c9d6-41b1-849b-9033330b00fa,2,57.49,inactive
2,Minda,97754f4e-092c-4963-b052-fa3ec7e232bc,5,537.32,active
2,Dyann,251e4818-2c46-49af-9138-1927703ed39c,1,1423.08,inactive
2,Mureil,c09bafe7-c5b7-4d31-be47-edcc89a56790,1,760.2,active
2,Violet,d39eddb0-63ce-4dcc-9a7c-4a14c2d487db,1,866.46,inactive
2,Dawn,ed7db800-e88d-420d-941f-f30b1466440e,5,585.92,active
2,Elmira,99221838-7f6a-4c11-a5a0-594ad8d83d05,3,1252.66,active
2,Luci,9109a932-c651-4aa7-9498-051f373eef5f,4,911.81,active
2,Damaris,ac5f0c97-2ef4-45c8-bde8-68c53ae7aab3,3,1247.53,active
2,Aurore,61d9def2-db87-476a-9718-3c2dffc8c806,5,300.31,active
2,Loree,4fd5a8da-1b69-4db0-8c6c-3d012b1967fe,4,1764.98,inactive
2,Sarette,d5dde945-f86d-41b2-9e99-91348c70a77f,3,648.27,inactive
2,Maryellen,8ea2d37d-9d12-4534-b169-1356694da2bc,4,1229.22,inactive
2,Donnie,74cbdb8c-d12e-43cb-b1ef-9a246575cc3f,1,1077.19,active
2,Cherrita,46c51b12-02b8-44fd-bf1c-c421c92c3f0e,1,58.46,inactive
2,Nikki,97166c11-df21-4273-920d-f47881f74ff0,2,1419.4,inactive
2,Nananne,0a3c96f8-2486-4faf-af30-f8f6143bf40b,3,824.48,inactive
2,Charmaine,f4ef84e2-50f8-45f0-8777-de093b8bdbfb,2,1799.24,inactive
2,Claudina,ee5b3f35-2252-4b6a-8bb5-1b8fa8eecef0,2,1189.11,inactive
2,Sissy,84c6f108-7574-4a80-a660-61ce60fc9db6,3,1809.95,active
2,Beverley,bba96619-244c-4344-96cb-a9e180d547c8,5,80.03,active
2,Imojean,1b5a2ce8-bc76-4c04-aee9-24f967a86bcd,3,1680.55,active
2,Tera,e1dba788-c69b-43fe-8880-b65a1bc60b7d,5,338.33,inactive
2,Janis,901cbeae-9e36-430d-961f-8b36ace725c8,5,1590.68,inactive
2,Margette,6d806895-98f3-4459-9ace-b607f980a4f4,5,556.28,active
2,Wilma,17cf5ee6-aa81-4ce0-a237-774ae1bed6bf,2,1687.29,inactive
2,Tina,aefd3425-d172-4896-8fc9-8964541e2f85,1,690.38,inactive
2,Alejandra,d1108be5-518a-480e-8ddc-d79ccd10aad2,5,236.35,active
2,Celene,c6aa5e85-75d6-4eaa-a70c-d1c3e170af77,1,562.39,inactive
2,Monika,177525cd-51e6-4ac3-981e-793359bb3ba4,2,721.66,active
2,Mireielle,7660833c-0068-48ac-b6a8-0466c2811089,4,1234.26,inactive
2,Julieta,b797d355-b8f6-4e3e-808e-dfab9bf08d9d,4,30.11,inactive
2,Brana,aa544921-b861-414c-a325-5cdaedd4cc3a,1,1031.46,active
2,Charissa,f8be9bf4-b422-40e8-ab00-84069b46e222,5,1851.85,inactive
2,Misha,e6442c66-362a-41d9-adef-0bdecd4bd6dc,5,303.29,active
2,Marti,660d8c58-f64c-46f9-9300-819bc7b8b1ef,3,351.35,active
2,Margalo,98e091d9-f928-4a38-9636-98bffccdec4a,1,86.96,inactive
2,Quintina,5004cff9-43fb-487e-9e08-88c05fbab555,1,1428.84,inactive
2,Maridel,0701b60f-8e27-4bcc-8b9f-191fd7043288,4,1710.81,active
2,Sherrie,b0c453a6-0acc-414a-84a7-0b77cecb0199,5,778.32,active
2,Lulita,e3257e29-3933-47ab-b061-6f8ad0e8c1cb,1,639.63,active
2,Judy,72df6ec0-4550-4af0-bc56-e86e262e4bd0,1,1412.24,inactive
2,Joleen,f9289a48-d18a-4030-83f7-b7ad02502e4f,3,638.44,active
2,Ada,4eed5f49-79f1-456d-b140-aec71883c17d,2,639.79,inactive
2,Aubrie,48e53a04-09b4-4a14-80f9-4f52d5370a79,1,367.01,active
2,Tori,ed5a640e-d300-4ac7-9331-d93926dd5ae5,2,1181,active
2,Paola,32059df9-fc4e-4050-a4b1-06c539c98d0d,4,978.45,inactive
2,Coral,82f5f7e7-3b6a-4694-a2d2-ec965618c2e9,2,1024.75,active
2,Dulcinea,b5a58bcb-63ef-4006-976c-0e3d1505bcf7,2,326.73,active
2,Ricky,cc597359-2b4d-44fe-8bac-aad2cf6d2e2c,5,1191.34,inactive
2,Gratia,86086f96-ec68-45e8-81a7-fa57fc9f090b,5,1571.36,active
2,Cam,7ae103f5-f310-44de-b712-824719bcdedb,1,1470.82,active
2,Renae,08253013-4ed5-482e-b618-50724ce628a2,4,1612.72,active
2,Kara-Lynn,f4c56549-dadc-47ef-bf59-3d3ca2bb606b,5,1940.04,active
2,Pamella,a1ffff15-4a8b-4d1e-80d1-6118a9165e83,5,1345.03,inactive
2,Audrie,b5d88730-e4a7-4b86-b400-d4ab78dfd7f7,2,1807.98,active
2,Kylynn,eda67ba9-b8dc-4565-9524-598510661d45,4,771.62,inactive
2,Nita,5ff769cb-546b-4470-98dc-e65ff9c2af2b,4,376.89,active
2,Dyann,0f58839b-30c3-44f1-a4d2-3064f7e51de6,4,431.26,active
2,Jillayne,d409fa14-5fce-45e1-a376-8821dbd7f087,2,688.29,active
2,Cindelyn,5e40af5e-3d72-4682-88e6-bb6390037488,5,35.26,active
2,Sandie,cffe2526-6d86-4ebd-918c-c0ae6c894bf7,1,64.05,active
2,Briney,18f919a3-963b-4868-8462-5fbfae7a80e2,1,811.64,inactive
2,Lynde,6a5c5d1b-2fcc-44c1-937d-0c19dfee8562,1,1474.09,inactive
2,Rubie,fd7c7815-40fb-4943-95c6-82515412cf57,1,493.09,inactive
2,Lila,9f0fdbaa-7d1f-4323-9ee8-4473f26715b6,5,1804.49,inactive
2,Bertine,b3ccc3eb-f75d-4177-a9db-9c67f9f93c2b,4,1872.94,active
2,Harrietta,a10e8d3a-1403-4df4-9ada-6d3bb9837768,3,952.82,active
2,Briney,6072fbfc-9fac-4e67-b50c-ac8f8d0f3783,5,124.29,inactive
2,Inga,813c0e4d-bcb2-42bc-bd44-d330c38cec08,4,1734.52,active
2,Rubie,1085447c-9ee7-4bad-abe9-18e89d25810b,3,1140.64,inactive
2,Meg,ac942f39-53f0-4ff7-986d-19c75c9a2fdc,4,1155.65,active
2,Oona,7e76f960-efc1-4ee0-b2b8-5261bd630e64,2,426.68,inactive
2,Darci,546e9c01-1acd-4749-8917-183a643e4a0e,2,1975.88,inactive
2,Leona,47110e9d-3651-401d-b3fc-919b595917b4,5,1502.61,active
2,Inga,495778eb-f002-4e3d-8c24-83949fff0103,5,760.1,inactive
2,Corly,93152260-4923-48cc-89c8-e61ead16adb5,2,575.68,active
2,Eolanda,a748d90a-1902-46ce-8b00-cd32b938dc60,2,1686.01,inactive
2,Gale,7b2ee5f9-5238-4bda-8e29-b0fff7853d0d,2,798.81,inactive
2,Fayre,31f4c8f7-06d2-48f6-be5e-cbfcb99c81ca,4,739.48,active
2,Melisent,955cd645-a56e-4615-92b7-672103d593dc,1,1182.92,active
2,Lorenza,eb42043e-3eb6-4f0e-af92-2d1639769455,4,529,inactive
2,Ursulina,1240ff76-120b-4113-be00-5f3f4869ec93,3,623.34,inactive
2,Gertrud,998c187e-e499-4908-b507-2270cdb19599,2,60.52,inactive
2,Tybie,dd6384c5-0760-4fa1-9bdd-e05c0ad8b14b,4,497.99,active
2,Kathi,2eb43fae-06ce-45e6-aebb-ce73b8fa4caa,4,471.26,active
2,Joleen,bfda0010-a884-4c9b-b309-98547cbf3a2f,5,1117,active
2,Adriana,79c0f94f-0124-4dcb-a54a-fd298611899d,5,640.61,inactive
2,Lita,d78f3cbc-fb2c-482f-8c77-cd45a760a733,2,100.12,active
2,Selma,46f42dae-db87-450d-af64-97339a57d6cb,1,680.62,active
2,Nerta,b62b48dd-bb90-4200-92f5-4a0a262a981f,2,1225.95,active
2,Ileana,57936802-08df-4aa7-94a6-3770f4ce1576,2,1246.21,active
2,Viviene,9bd414a9-5a43-41cd-b8e0-64127ce141e6,5,622.31,active
2,Ardenia,d3e493f5-19f4-4f67-8edd-94e2fc0aa9c6,2,1820.03,active
2,Ilse,a34ba6f0-3b63-4a2c-9411-f487f74d0dc4,5,267.37,active
2,Emelina,abf15a94-5b43-4440-92c6-7b4b209dc7b1,1,1890.57,inactive
2,Genovera,858bebd7-6c3a-4fa0-80ab-00a76f8a53e2,1,723.15,inactive
2,Bee,6f6aadd2-6e6e-4a10-8eca-d0a552597719,4,444.06,active
2,Cam,79b9bf9d-7f3b-43b5-b197-8528f3050c5e,5,450.21,inactive
2,Dyann,2c23dc5a-5eee-4e6e-9e43-a3e32f81b019,1,539.88,active
2,Cecile,585412d2-7590-41b1-b31e-5454db5113bb,2,1763.21,inactive
2,Livvyy,951d5e4b-bf4b-452d-8c40-564b2d85a187,5,1463.05,inactive
2,Louella,f8fd0f58-c1de-4f68-be81-37eac5e966c0,2,1357.8,inactive
2,Joceline,dc9b4147-bb7e-4030-853a-c2efbcaa2ed7,2,565.22,inactive
2,Lonnie,ce5062b7-9afe-43d8-8c29-5419b7ee19c0,4,713.45,inactive
2,Leeanne,5eb30e1b-724e-4171-b4b2-17f8ee2d10de,4,564,inactive
2,Dorthy,b327ccba-353e-4ceb-985b-09b5fa08b758,1,930.52,active
2,Jillayne,358463d7-a075-489f-83d5-352513964b54,5,166.98,active
2,Julieta,6a97da6b-ec27-4953-b9bc-2f1b7c36f28c,4,1025.06,inactive
2,Libbie,c676f3b3-3f72-45b9-a75b-e2707a31e287,2,1438.5,active
2,Caritta,6c9a2a01-6453-4399-b4d7-cac66f7bfab9,1,818.03,inactive
2,Hollie,af33e302-8a3e-482c-8678-9142d8a7a1a4,3,232.25,inactive
2,Helena,452a49cf-0af2-46ab-bb48-8c4d9563a267,4,1370.62,active
2,Jenda,4b503685-48f9-4211-85b7-d38641b14088,4,486.24,active
2,Renie,3568b1bf-6326-4ca1-a5d7-7f353dedee3b,3,1312.97,active
2,Fayre,5f3a80e4-1daa-4f1b-9bb4-4b3ccd1ebaac,4,608.96,active
2,Maryellen,b06f5748-ac7e-46d1-a235-b54ca5eec14f,4,38.2,inactive
2,Ekaterina,04143479-0284-433f-bc56-a1ac7a025fdf,5,1655.7,active
2,Suzette,af4e29ba-73bf-4e14-9f5f-8b5f346f9717,1,1671.9,inactive
2,Monika,9fbe2d5c-06a6-4117-a57f-bed977a773db,2,1109.3,inactive
2,Jordan,5510bbbc-6438-40af-ad11-ed2f59609555,2,1778.28,active
2,Danny,c4a0befc-65d9-4995-be59-323192bf266c,5,1916.65,active
2,Amara,2fc5ae98-9ecc-4f04-87d7-3ebc5b43e231,5,70.42,active
2,Jaime,5500ad18-02ec-4208-ad05-cc374060c4ac,1,1040.93,active
2,Joceline,0fa30462-9549-47df-823a-623d3f16b792,1,1825.43,active
2,Cecile,3ff386dc-540d-49f4-ad14-5ee30b6ef109,3,700.91,active
2,Ricky,90397fb2-feb7-45a0-a86c-dd0b74d92599,1,823.85,inactive
2,Cassandra,08ca03cc-b62d-4e88-be6a-5ee38e4ee687,1,494.53,active
2,Fanny,fb1c5235-f219-4509-865b-2b7b78398324,2,1477.95,active
2,Basia,df5c8ccb-d0af-47eb-b481-5dcc8dc6c7ed,5,845.48,inactive
2,Maud,75537e35-165b-4f85-9b40-e0bf3018fbf8,5,1866.66,active
2,Inga,6517c515-4023-4580-a5e2-6cd710bc3f27,2,445.18,inactive
2,Zia,ad287c96-8c88-4a1f-8892-895df5b9ceb6,1,1886.23,inactive
2,Yvonne,a77b4dbe-eec7-4111-814c-d8c2881710ee,5,424.15,active
2,Kerrin,556615f8-79c8-402c-aa67-c83a11648867,1,630.97,inactive
2,Celisse,09b15041-9810-4b08-a794-3754dee41198,1,827.2,inactive
2,Starla,9159f413-f570-432b-823f-51ef99a30c7f,5,1621.66,active
2,Katleen,49153d89-733a-4fa2-9054-764018c0ba39,2,1116.37,inactive
2,Candi,f9b60022-0e03-4c77-9488-ef8436a999c8,2,398.96,active
2,Kristan,370fa1d3-c789-457c-b1d4-cfaaeb81797f,5,115.39,active
2,Dulce,fc01cd2f-98b8-416a-af2e-47f2a87db006,5,894.14,inactive
2,Deirdre,faf71867-e804-4af4-b378-6712e529a427,4,1038.78,inactive
2,Gabi,098fd3ab-cad7-4771-ab27-dfe08b0f2eab,2,759.88,active
2,Jenda,170d0087-2998-4371-a82c-9da23d35ab51,2,1051.73,inactive
2,Tamqrah,9e72d1ad-b2bd-41c4-9377-975a6c7e57a3,2,807.75,active
2,Sara-Ann,d986b126-8f10-4adc-b980-198c687242fc,1,246.21,active
2,Benita,8e22c4e8-6862-47ea-bb44-22f0a36c66b6,2,1170.55,active
2,Bill,bcece567-4368-40ac-92d4-800ddcfad2e2,4,709.8,inactive
2,Alisha,98d84a96-43c1-419c-8a7e-68d53cd5ac92,5,13.72,inactive
2,Alyssa,faa14d4e-5641-45b7-b769-bfe6540576fb,2,1938.19,inactive
2,Kara-Lynn,9219341a-7289-44fe-8166-0def87bc801a,2,1633.5,inactive
2,Marcelline,8ad584fe-19bc-4ef5-a9e8-de45c1d97afd,3,878.89,inactive
2,Mahalia,eb5faa6c-905c-4e43-b312-144b6c61cb26,4,1681.21,inactive
2,Tilly,abbdc771-c3a1-4176-b48a-83533ffd2773,3,51.49,inactive
2,Gilligan,ca25834e-5e48-4ba4-b0c3-e02d31bea026,4,15.78,active
2,Grier,24bf5b64-1727-41d2-8fb9-96fc432db110,5,689.32,inactive
2,Rori,3d7c810d-26b9-4da9-99dd-e58810d353cb,1,673.09,active
2,Catharine,4817875d-29f0-41d5-961e-0bc4e18090d3,2,1956.04,active
2,Tobe,fc2e3cb5-95d5-47d2-b982-fbbfa4fd970f,5,253.88,inactive
2,Randa,b38bf076-6290-4033-b80c-7ad14f27f638,3,612.3,inactive
2,Leona,2cebc9ea-25ec-443a-b109-60185b4f4e6c,5,189.72,inactive
2,Feliza,88a61e8f-9342-400e-84e2-977462a8d2fb,4,674.32,inactive
2,Brena,8b4bae27-c03d-40b3-ac57-15aebc3e1a91,4,976.85,active
2,Marylou,ddd9fc56-b2c3-40de-bed0-0b8e6cccb4c8,3,93.41,inactive
2,Leeanne,aa61ed23-87e7-4346-94fe-ad2486e70fa1,1,1018.48,inactive
2,Tabbatha,1e9bfddb-4a0e-4207-bf7d-ad5c4c0ed8c7,1,1770.43,active
2,Allyce,400227a4-8418-4c8c-9c6e-6291b667a2b4,2,360.35,active
